0.003662, 0.146465, 50
0.012905, 0.184858, 50
0.028301, 0.307937, 50
0.049840, 0.430779, 50
0.077505, 0.553301, 50
0.111277, 0.675426, 50
0.151131, 0.797094, 50
0.197044, 0.918261, 50
0.248990, 1.038911, 50
0.306943, 1.159058, 50
0.370881, 1.278756, 50
0.440786, 1.398111, 50
0.516651, 1.517287, 50
0.598477, 1.636518, 50
0.686282, 1.756113, 50
0.780105, 1.876466, 50
0.880008, 1.998054, 50
0.986080, 2.121428, 50
1.098440, 2.247199, 50
1.217240, 2.376014, 50
1.342666, 2.508514, 50
1.474931, 2.645298, 50
1.614275, 2.786876, 50
1.760956, 2.933626, 50
1.915244, 3.085769, 50
2.077412, 3.243352, 50
2.247725, 3.406252, 50
2.426435, 3.574207, 50
2.613778, 3.746852, 50
2.809966, 3.923766, 50
3.015192, 4.104525, 50
3.229629, 4.288746, 50
3.453436, 4.476131, 50
3.686761, 4.666498, 50
3.929751, 4.859801, 50
4.182558, 5.056153, 50
4.445350, 5.255834, 50
4.718315, 5.459305, 50
4.994663, 5.526947, 50
5.266941, 5.445557, 50
5.534573, 5.352657, 50
5.797392, 5.256379, 50
6.055244, 5.157026, 50
6.307980, 5.054729, 50
6.555453, 4.949461, 50
6.797506, 4.841056, 50
7.033967, 4.729226, 50
7.264647, 4.613601, 50
7.489335, 4.493758, 50
7.707799, 4.369278, 50
7.919788, 4.239785, 50
8.125039, 4.105005, 50
8.323279, 3.964802, 50
8.514239, 3.819201, 50
8.697659, 3.668403, 50
8.873297, 3.512771, 50
9.040937, 3.352800, 50
9.200391, 3.189078, 50
9.351504, 3.022245, 50
9.494151, 2.852947, 50
9.628241, 2.681797, 50
9.753709, 2.509356, 50
9.870514, 2.336106, 50
9.978636, 2.162450, 50
10.078072, 1.988707, 50
10.168828, 1.815119, 50
10.250921, 1.641857, 50
10.324372, 1.469031, 50
10.389207, 1.296703, 50
10.445452, 1.124890, 50
10.493131, 0.953578, 50
10.532267, 0.782729, 50
10.562881, 0.612282, 50
10.584989, 0.442163, 50
10.598604, 0.272289, 50
10.603732, 0.102568, 50
10.604176, 0.008868, 50
10.604176, 0.000000, 50
