0.003658, 0.146313, 50
0.016292, 0.252688, 50
0.037353, 0.421218, 50
0.066845, 0.589847, 50
0.104776, 0.758605, 50
0.151151, 0.927508, 50
0.205979, 1.096560, 50
0.269266, 1.265742, 50
0.341017, 1.435013, 50
0.421232, 1.604300, 50
0.509907, 1.773499, 50
0.607030, 1.942466, 50
0.712581, 2.111015, 50
0.826527, 2.278914, 50
0.948821, 2.445886, 50
1.079401, 2.611609, 50
1.218188, 2.775727, 50
1.365080, 2.937853, 50
1.519960, 3.097588, 50
1.682687, 3.254537, 50
1.853103, 3.408328, 50
2.031035, 3.558636, 50
2.216295, 3.705199, 50
2.408687, 3.847833, 50
2.608009, 3.986442, 50
2.814059, 4.121014, 50
3.026640, 4.251619, 50
3.245560, 4.378384, 50
3.470634, 4.501483, 50
3.701689, 4.621102, 50
3.938560, 4.737419, 50
4.181088, 4.850575, 50
4.429121, 4.960656, 50
4.682505, 5.067670, 50
4.941081, 5.171529, 50
5.204683, 5.272043, 50
5.473129, 5.368903, 50
5.739294, 5.323311, 50
5.995985, 5.133809, 50
6.243053, 4.941362, 50
6.480667, 4.752280, 50
6.708985, 4.566361, 50
6.928160, 4.383512, 50
7.138347, 4.203734, 50
7.339702, 4.027108, 50
7.532391, 3.853771, 50
7.716586, 3.683900, 50
7.892470, 3.517683, 50
8.060235, 3.355295, 50
8.220078, 3.196869, 50
8.372202, 3.042482, 50
8.516809, 2.892128, 50
8.654095, 2.745720, 50
8.784249, 2.603080, 50
8.907447, 2.463953, 50
9.023847, 2.328017, 50
9.133593, 2.194904, 50
9.236804, 2.064218, 50
9.333582, 1.935560, 50
9.424009, 1.808542, 50
9.508149, 1.682801, 50
9.586049, 1.558014, 50
9.657744, 1.433899, 50
9.723255, 1.310219, 50
9.782595, 1.186786, 50
9.835767, 1.063451, 50
9.882772, 0.940105, 50
9.923606, 0.816676, 50
9.958262, 0.693118, 50
9.986733, 0.569412, 50
10.009011, 0.445559, 50
10.025089, 0.321574, 50
10.034964, 0.197486, 50
10.038630, 0.073331, 50
10.038911, 0.005621, 50
10.038911, 0.000000, 50
