0.003662, 0.146465, 50
0.016667, 0.260104, 50
0.038351, 0.433693, 50
0.068729, 0.607554, 50
0.107819, 0.781787, 50
0.155642, 0.956479, 50
0.212227, 1.131700, 50
0.277602, 1.307500, 50
0.351797, 1.483898, 50
0.434841, 1.660878, 50
0.526760, 1.838375, 50
0.627573, 2.016267, 50
0.737292, 2.194365, 50
0.855911, 2.372396, 50
0.983411, 2.550000, 50
1.119748, 2.726722, 50
1.264848, 2.902010, 50
1.418609, 3.075224, 50
1.580892, 3.245656, 50
1.751520, 3.412560, 50
1.930280, 3.575191, 50
2.116922, 3.732856, 50
2.311171, 3.884967, 50
2.512725, 4.031086, 50
2.721273, 4.170959, 50
2.936500, 4.304533, 50
3.158097, 4.431949, 50
3.385773, 4.553510, 50
3.619255, 4.669640, 50
3.858296, 4.780826, 50
4.102674, 4.887558, 50
4.352188, 4.990277, 50
4.606654, 5.089327, 50
4.865900, 5.184919, 50
5.129755, 5.277103, 50
5.398042, 5.365745, 50
5.670568, 5.450518, 50
5.947113, 5.530885, 50
6.220561, 5.468971, 50
6.483739, 5.263553, 50
6.736486, 5.054939, 50
6.978997, 4.850233, 50
7.211452, 4.649089, 50
7.434020, 4.451356, 50
7.646873, 4.257067, 50
7.850194, 4.066419, 50
8.044181, 3.879744, 50
8.229055, 3.697476, 50
8.405060, 3.520106, 50
8.572466, 3.348123, 50
8.731564, 3.181961, 50
8.882661, 3.021940, 50
9.026072, 2.868219, 50
9.162111, 2.720766, 50
9.291078, 2.579347, 50
9.413255, 2.443540, 50
9.528894, 2.312770, 50
9.638211, 2.186351, 50
9.741388, 2.063541, 50
9.838568, 1.943590, 50
9.929857, 1.825783, 50
10.015330, 1.709472, 50
10.095035, 1.594095, 50
10.168994, 1.479186, 50
10.237213, 1.364375, 50
10.299682, 1.249381, 50
10.356383, 1.134006, 50
10.407289, 1.018123, 50
10.452372, 0.901660, 50
10.491602, 0.784598, 50
10.524949, 0.666953, 50
10.552388, 0.548771, 50
10.573894, 0.430121, 50
10.589448, 0.311089, 50
10.599037, 0.191773, 50
10.602651, 0.072279, 50
10.602963, 0.006250, 50
10.602963, 0.000000, 50
